번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
"1524","097780","에코볼트","KOSDAQ","2024","12","운송장비·부품","1.48",,"1000",,,,"67730338",
"1525","448280","에코아이","KOSDAQ","2024","12","일반서비스","0.48",,"500","500","2.42","219.1","9877043","4938521500"
"1526","101360","에코앤드림","KOSDAQ","2024","12","화학","0.6",,"500",,,,"17786114",
"1527","128540","에코캡","KOSDAQ","2024","12","운송장비·부품","1.48",,"100",,,,"26690460",
"1528","086520","에코프로","KOSDAQ","2024","12","금융","0.71",,"100","100","0.17","-4.465","133138340","13189060000"
"1529","450080","에코프로머티","KOSPI","2024","12","전기·전자","1.59",,"500",,,,"69738568",
"1530","247540","에코프로비엠","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"97801344",
"1531","383310","에코프로에이치엔","KOSDAQ","2024","12","화학","0.6",,"500","300","1","29.144","20974932","6280031400"
"1532","038110","에코플라스틱","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","60","2.5","18.245","41169370","2410724280"
"1533","073540","에프알텍","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"11400000",
"1534","064850","에프앤가이드","KOSDAQ","2024","12","IT 서비스","0.72",,"500","220","2.7","61.181","11410332","2510273040"
"1535","036810","에프에스티","KOSDAQ","2024","12","전기·전자","0.51","0.01","500",,,,"21756789",
"1536","173940","에프엔씨엔터","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"15392808",
"1537","083500","에프엔에스테크","KOSDAQ","2024","12","기계·장비","0.68",,"500","200","2.5","10.625","8575722","1547875400"
"1538","446440","에피바이오텍","KONEX","2024","12","-",,,"500",,,,"2297504",
"1539","054940","엑사이엔씨","KOSDAQ","2024","12","건설","1.82",,"500",,,,"33173548",
"1540","950130","엑세스바이오","KOSDAQ","2024","12","제약","0.43",,"무액면",,,,"37727832",
"1541","373110","엑셀세라퓨틱스","KOSDAQ","2024","12","제약","0.43",,"500",,,,"10918462",
"1542","205100","엑셈","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"71963431",
"1543","356680","엑스게이트","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"28543492",
"1544","070300","엑스큐어","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"9928522",
"1545","317770","엑스페릭스","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"23749607",
"1546","373200","엑스플러스","KOSDAQ","2024","12","기타제조","1.86",,"100",,,,"75705657",
"1547","069920","엑시온그룹","KOSDAQ","2024","12","유통","0.93",,"500",,,,"35194116",
"1548","092870","엑시콘","KOSDAQ","2024","12","기계·장비","0.68",,"500","100","0.7","-91.997","13050797","1250240900"
"1549","019490","엑시큐어하이트론","KOSPI","2024","12","전기·전자","1.59",,"500",,,,"30044269",
"1550","317870","엔바이오니아","KOSDAQ","2024","12","기타제조","1.86",,"500",,,,"8506750",
"1551","067570","엔브이에이치코리아","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","150","6","30.693","42170000","6260454600"
"1552","236810","엔비티","KOSDAQ","2024","12","일반서비스","0.48",,"100",,,,"16975426",
"1553","140610","엔솔바이오사이언스","KONEX","2024","12","-",,,"500",,,,"10921421",
"1554","333620","엔시스","KOSDAQ","2024","12","전기·전자","0.51",,"100","160","2.1","16.556","10556344","1653153440"
"1555","101400","엔시트론","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"62162413",
"1556","036570","엔씨소프트","KOSPI","2024","12","IT 서비스",,,"500","1460","0.8","30.085","21954022","28314463280"
"1557","475230","엔알비","KOSDAQ","2024","12","-",,,,,,,,
"1558","238170","엔에스엠","KONEX","2024","12","-",,,"500",,,,"20774684",
"1559","078860","엔에스이엔엠","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"10531054",
"1560","224760","엔에스컴퍼니","KONEX","2024","12","-",,,"500",,,,"3939700",
"1561","451700","엔에이치스팩29호","KOSDAQ","2024","12","금융","0.71",,"100",,,,"14350000",
"1562","466910","엔에이치스팩30호","KOSDAQ","2024","12","금융","0.71",,"100",,,,"9100000",
"1563","481890","엔에이치스팩31호","KOSDAQ","2024","12","금융","0.71",,"100",,,,"6345000",
"1564","265740","엔에프씨","KOSDAQ","2024","12","화학","0.6",,"100",,,,"8931800",
"1565","354200","엔젠바이오","KOSDAQ","2024","12","일반서비스","0.48",,"1000",,,,"19738484",
"1566","455900","엔젤로보틱스","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"14945381",
"1567","419080","엔젯","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"10544477",
"1568","093510","엔지브이아이","KONEX","2024","12","-",,,"500",,,,"6020000",
"1569","208860","엔지스테크널러지","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"30528921",
"1570","183490","엔지켐생명과학","KOSDAQ","2024","12","제약","0.43",,"500",,,,"85065562",
"1571","085310","엔케이","KOSPI","2024","12","금속","2.46",,"500","10","1.3","-35.025","79983352","786308450"
"1572","182400","엔케이맥스","KOSDAQ","2024","12","제약","0.43",,"500",,,,"85518831",
"1573","348370","엔켐","KOSDAQ","2024","12","화학","0.6",,"500",,,,"21110225",
"1574","069410","엔텔스","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"10244824",
"1575","227950","엔투텍","KOSDAQ","2024","12","기계·장비","0.68",,"100",,,,"103575530",
"1576","291230","엔피","KOSDAQ","2024","12","일반서비스","0.48",,"100",,,,"44095775",
"1577","004250","엔피씨","KOSPI","2024","12","화학","1.64",,"500","105","2.4","5.314","36720000","4028914010"
"1578","048830","엔피케이","KOSDAQ","2024","12","화학","0.6",,"500","30","2.74","-66.611","18723923","560861910"
"1579","096870","엘디티","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"6678400",
"1580","276240","엘리비젼","KONEX","2024","12","-",,,"500",,,,"10413138",
"1581","900140","엘브이엠씨","KOSPI","2024","12","유통","2.73",,"0.25",,,,"171588411",
"1582","290650","엘앤씨바이오","KOSDAQ","2024","12","제약","0.43",,"500","50","0.2","0.805","22684891","1134244550"
"1583","066970","엘앤에프","KOSPI","2024","12","전기·전자","1.59",,"500",,,,"36297174",
"1584","156100","엘앤케이바이오","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"19936743",
"1585","0041J0","엘에스스팩1호","KOSDAQ","2024","12","-",,,,,,,,
"1586","010120","엘에스일렉트릭","KOSPI","2024","12","전기·전자","1.59",,"5000","2900","1.8","35.557","30000000","86133656900"
"1587","311060","엘에이티","KONEX","2024","12","-",,,"500",,,,"7658134",
"1588","073110","엘엠에스","KOSDAQ","2024","12","전기·전자","0.51",,"500","200","3.2","-25.063","8895755","1156925600"
"1589","083310","엘오티베큠","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"17810033",
"1590","037950","엘컴텍","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"84447519",
"1591","489500","엘케이켐","KOSDAQ","2024","12","-",,,,,,,,
"1592","170920","엘티씨","KOSDAQ","2024","12","화학","0.6",,"500","100","1.2","6.43","9805620","927716600"
"1593","058630","엠게임","KOSDAQ","2024","12","IT 서비스","0.72",,"500","160","2.9","19.008","19543877","2976411840"
"1594","226590","엠디바이스","KOSDAQ","2024","12","-",,,,,,,,
"1595","058970","엠로","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"12155810",
"1596","169330","엠브레인","KOSDAQ","2024","06","일반서비스","0.5",,"500","80","3.2","75.082","18256918","1420553440"
"1597","097520","엠씨넥스","KOSPI","2024","12","전기·전자","1.59",,"500","800","4","21.216","17977732","13494185600"
"1598","373170","엠아이큐브솔루션","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"5037930",
"1599","179290","엠아이텍","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500","100","1.2","17.697","32365678","3236567800"
"1600","484870","엠앤씨솔루션","KOSPI","2024","12","기계·장비","1.55",,"100","1480","3.1","50.244","9153900","13547772000"
"1601","009780","엠에스씨","KOSDAQ","2024","12","음식료·담배","1.95",,"500","110","1.9","8.895","17600000","1936000000"
"1602","123040","엠에스오토텍","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"69172213",
"1603","432980","엠에프씨","KOSDAQ","2024","12","제약","0.43",,"500",,,,"8591742",
"1604","413390","엠오티","KOSDAQ","2024","12","기계·장비","0.68",,"500","100","1.68","19.015","11580180","1158018000"
"1605","032790","엠젠솔루션","KOSDAQ","2024","12","유통","0.93",,"500",,,,"43388223",
"1606","033160","엠케이전자","KOSDAQ","2024","12","전기·전자","0.51",,"500","100","1.5","-5.545","22066331","2090333000"
"1607","347890","엠투아이","KOSDAQ","2024","12","의료·정밀기기","0.46",,"100","220","4.1","55.821","16913204","3568092220"
"1608","033310","엠투엔","KOSDAQ","2024","12","금속","1.34",,"500",,,,"40342231",
"1609","259630","엠플러스","KOSDAQ","2024","12","기계·장비","0.68",,"500","100","1.3","10.879","12282402","1194735500"
"1610","105550","엣지파운드리","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"57287373",
"1611","060850","영림원소프트랩","KOSDAQ","2024","12","IT 서비스","0.72",,"500","80","1.5","19.832","8131000","650480000"
"1612","014440","영보화학","KOSPI","2024","12","화학","1.64",,"500","350","9.7","30.261","20000000","6825000000"
"1613","143540","영우디에스피","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"44599895",
"1614","111770","영원무역","KOSPI","2024","12","유통","2.73",,"500","1400","3.3","20.32","44311468","59850068600"
"1615","009970","영원무역홀딩스","KOSPI","2024","12","기타금융",,,"500","5350","6","12.527","13635592","62086204300"
"1616","003520","영진약품","KOSPI","2024","12","제약","0.21",,"500",,,,"182892731",
"1617","000670","영풍","KOSPI","2024","12","금속","2.46","0.04","5000","50","0","-0.026","1842040","86006700"
"1618","006740","영풍제지","KOSPI","2024","12","종이·목재","2.88",,"500",,,,"55907218",
"1619","012280","영화금속","KOSPI","2024","12","운송장비·부품","2.7",,"500","30","3.32","17.309","51664505","1497885150"
"1620","265560","영화테크","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","100","1.46","7.46","10690180","1046118000"
"1621","012160","영흥","KOSPI","2024","12","금속","2.46",,"500",,,,"101310372",
"1622","036000","예림당","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"23034277",
"1623","250930","예선테크","KOSDAQ","2024","12","화학","0.6",,"100",,,,"33000440",
"1624","053280","예스24","KOSDAQ","2024","12","유통","0.93",,"500","200","4.2","443.008","25000000","4997130400"
"1625","122640","예스티","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"20930108",
"1626","476040","오가노이드사이언스","KOSDAQ","2024","12","-",,,,,,,,
"1627","900300","오가닉티코스메틱","KOSDAQ","2024","12","금융","0.71",,"무액면",,,,"48809242",
"1628","212310","오건에코텍","KONEX","2024","12","-",,,"500",,,,"10587170",
"1629","045060","오공","KOSDAQ","2024","12","화학","0.6",,"500","50","1.9","10.582","16941974","847098700"
"1630","192410","오늘이엔엠","KOSDAQ","2024","12","전기·전자","0.51",,"100",,,,"14235530",
"1631","080520","오디텍","KOSDAQ","2024","12","전기·전자","0.51",,"500","100","3.18","18.867","11746609","1032407900"
"1632","007310","오뚜기","KOSPI","2024","12","음식료·담배","2.63",,"5000","9000","2.3","22.496","4007830","30953943000"
"1633","039830","오로라","KOSDAQ","2024","12","일반서비스","0.48",,"500","180","2.96","42.765","10762890","1779028200"
"1634","322310","오로스테크놀로지","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"9366542",
"1635","046120","오르비텍","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"27449486",
"1636","475830","오름테라퓨틱","KOSDAQ","2024","12","-",,,,,,,,
"1637","014940","오리엔탈정공","KOSDAQ","2024","12","기계·장비","0.68",,"500","100","1.9","17.483","45573661","4554728900"
"1638","002630","오리엔트바이오","KOSPI","2024","03","제약","0.23",,"500",,,,"118583005",
"1639","065500","오리엔트정공","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"31742912",
"1640","271560","오리온","KOSPI","2024","12","음식료·담배","2.63",,"500","2500","2.4","18.533","39536132","98821970000"
"1641","001800","오리온홀딩스","KOSPI","2024","12","기타금융",,,"500","800","5.3","10.036","62645422","48125322400"
"1642","010470","오리콤","KOSDAQ","2024","12","일반서비스","0.48",,"1000","270","3.7","32.032","11975050","3145864230"
"1643","417860","오브젠","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"4430614",
"1644","352910","오비고","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"12637802",
"1645","053980","오상자이엘","KOSDAQ","2024","12","IT 서비스","0.72",,"500","300","8.89","89.078","18982783","5661809400"
"1646","036220","오상헬스케어","KOSDAQ","2024","12","제약","0.43",,"500","500","4.1","-60.186","14489416","6855805000"
"1647","052420","오성첨단소재","KOSDAQ","2024","12","화학","0.6",,"500",,,,"86315192",
"1648","332190","오션스바이오","KONEX","2024","12","-",,,,,,,,
"1649","052300","오션인더블유","KOSDAQ","2024","12","유통","0.93",,"500",,,,"168651433",
"1650","039200","오스코텍","KOSDAQ","2024","12","제약","0.43",,"500",,,,"38247676",
"1651","226400","오스테오닉","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"20661601",
"1652","031510","오스템","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","30","2.35","-1.951","28000000","761678850"
"1653","368970","오에스피","KOSDAQ","2024","12","음식료·담배","1.95",,"500",,,,"9346160",
"1654","138080","오이솔루션","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"10624095",
"1655","080580","오킨스전자","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"17679298",
"1656","067170","오텍","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"15391605",
"1657","353590","오토앤","KOSDAQ","2024","12","유통","0.93",,"500",,,,"12875570",
"1658","173130","오파스넷","KOSDAQ","2024","12","IT 서비스","0.72",,"500","100","1.1","13.52","13046473","1304308400"
"1659","440320","오픈놀","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"9805000",
"1660","049480","오픈베이스","KOSDAQ","2024","12","IT 서비스","0.72",,"500","25","0.9","8.908","31422383","682822000"
"1661","394280","오픈엣지테크놀로지","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"21873757",
"1662","309930","오하임앤컴퍼니","KOSDAQ","2024","12","유통","0.93",,"100",,,,"21290990",
"1663","476060","온코닉테라퓨틱스","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"10803960",
"1664","382150","온코크로스","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"11857937",
"1665","005320","온타이드","KOSPI","2024","12","유통","2.73",,"500",,,,"67328047",
"1666","244460","올리패스","KOSDAQ","2024","12","제약","0.43",,"500",,,,"4029073",
"1667","226950","올릭스","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"18459573",
"1668","057540","옴니시스템","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"61449355",
"1669","131030","옵투스제약","KOSDAQ","2024","12","제약","0.43",,"500",,,,"16153162",
"1670","082210","옵트론텍","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"33192374",
"1671","109080","옵티시스","KOSDAQ","2024","12","전기·전자","0.51",,"500","100","1.2","9.967","5636000","472325700"
"1672","380540","옵티코어","KOSDAQ","2024","12","전기·전자","0.51",,"100",,,,"29779596",
"1673","153710","옵티팜","KOSDAQ","2024","12","제약","0.43",,"500",,,,"14669958",
"1674","432430","와이랩","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"16440320",
"1675","338840","와이바이오로직스","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"14782516",
"1676","122990","와이솔","KOSDAQ","2024","12","전기·전자","0.51",,"500","500","8.4","125.791","27671533","13835766500"
"1677","232140","와이씨","KOSDAQ","2024","12","기계·장비","0.68",,"100",,,,"82045350",
"1678","112290","와이씨켐","KOSDAQ","2024","12","화학","0.6",,"1000",,,,"10110545",
"1679","065530","와이어블","KOSDAQ","2024","12","통신","1.69",,"500","50","3.8","79.971","52860000","2391937950"
"1680","067900","와이엔텍","KOSDAQ","2024","12","일반서비스","0.48",,"500","70","1.15","4.046","18199659","1266976130"
"1681","007530","와이엠","KOSDAQ","2024","12","금속","1.34",,"500","30","1.2","12.764","19174452","663110820"
"1682","155650","와이엠씨","KOSDAQ","2024","12","전기·전자","0.51",,"500","75","2.2","19.852","19474358","1329859500"
"1683","273640","와이엠텍","KOSDAQ","2024","12","전기·전자","0.51",,"500","140","1.3","29.3","10966000","1429234800"
"1684","251370","와이엠티","KOSDAQ","2024","12","화학","0.6",,"500",,,,"16314464",
"1685","209640","와이제이링크","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"14221573",
"1686","096250","와이즈넛","KOSDAQ","2024","12","-",,,,"71",,"28.248",,"861841452"
"1687","273060","와이즈버즈","KOSDAQ","2024","12","일반서비스","0.48",,"100",,,,"50459582",
"1688","019210","와이지-원","KOSDAQ","2024","12","금속","1.34",,"500","160","3","35.043","33573819","5950996480"
"1689","122870","와이지엔터테인먼트","KOSDAQ","2024","12","오락·문화","0.7",,"500","250","0.55","23.149","18691049","4636719500"
"1690","011690","와이투솔루션","KOSPI","2024","12","전기·전자","1.59",,"2500",,,,"36574394",
"1691","079000","와토스코리아","KOSDAQ","2024","12","화학","0.6",,"500","200","3.8","67.812","7200000","1400315800"
"1692","403490","우듬지팜","KOSDAQ","2024","12","음식료·담배","1.95",,"100",,,,"45212464",
"1693","316140","우리금융지주","KOSPI","2024","12","기타금융",,,"5000","1200","6.9","28.096","742591501","891045067200"
"1694","032820","우리기술","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"160888328",
"1695","041190","우리기술투자","KOSDAQ","2024","12","금융","0.71",,"500",,,,"84000000",
"1696","115440","우리넷","KOSDAQ","2024","12","전기·전자","0.51",,"500","100","1.39","5.177","10754239","1044023900"
"1697","046970","우리로","KOSDAQ","2024","12","유통","0.93",,"500",,,,"43824999",
"1698","082850","우리바이오","KOSDAQ","2024","12","음식료·담배","1.95",,"500",,,,"48456578",
"1699","215360","우리산업","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","180","1.8","12.364","9132163","1643789340"
"1700","072470","우리산업홀딩스","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","55","2.3","78.208","18887341","1038605095"
"1701","073560","우리손에프앤지","KOSDAQ","2024","12","음식료·담배","1.95",,"500","70","5.45","0","69237643","4846635010"
"1702","037400","우리엔터프라이즈","KOSDAQ","2024","12","유통","0.93",,"500",,,,"26223346",
"1703","153490","우리이앤엘","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"51480000",
"1704","101170","우림피티에스","KOSDAQ","2024","12","기계·장비","0.68",,"500","30","0.63","-5.104","13500000","396507060"
"1705","006980","우성","KOSPI","2024","12","음식료·담배","2.63",,"5000","300","2","3.911","3090000","770026800"
"1706","066590","우수AMS","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"39073104",
"1707","017370","우신시스템","KOSPI","2024","12","기계·장비","1.55",,"500","50","0.9","2.275","18314054","771018900"
"1708","103840","우양","KOSDAQ","2024","12","음식료·담배","1.95",,"100",,,,"16366428",
"1709","101970","우양에이치씨","KOSDAQ","2024","12","-",,,,,,,,
"1710","046940","우원개발","KOSDAQ","2024","12","건설","1.82",,"500",,,,"18074350",
"1711","215380","우정바이오","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"16829576",
"1712","065680","우주일렉트로","KOSDAQ","2024","12","전기·전자","0.51",,"500","300","2","12.158","9530000","2411541300"
"1713","105840","우진","KOSPI","2024","12","의료·정밀기기","0.49",,"500","200","3.1","23.645","20323614","3963531200"
"1714","018620","우진비앤지","KOSDAQ","2024","12","제약","0.43",,"500",,,,"28889293",
"1715","010400","우진아이엔에스","KOSPI","2024","12","건설","2.23",,"500",,,,"7622000",
"1716","457550","우진엔텍","KOSDAQ","2024","12","일반서비스","0.48",,"500","200","1.4","34.281","9271339","1854267800"
"1717","049800","우진플라임","KOSPI","2024","12","기계·장비","1.55",,"500","50","2.5","41.545","20000000","1000000000"
"1718","016880","웅진","KOSPI","2024","12","일반서비스","1.84",,"500",,,,"79927080",
"1719","095720","웅진씽크빅","KOSPI","2024","12","일반서비스","1.84",,"500","90","5.69","-51.047","115505985","10141478010"
"1720","396470","워트","KOSDAQ","2024","12","기계·장비","0.68",,"100","50","0.5","23.762","16120000","806000000"
"1721","005820","원림","KOSPI","2024","12","섬유·의류","2.68",,"5000","400","3.1","17.006","2297970","822732000"
"1722","307280","원바이오젠","KOSDAQ","2024","12","제약","0.43",,"100","20","1.8","13.288","36959013","709457560"
"1723","032940","원익","KOSDAQ","2024","12","유통","0.93",,"500",,,,"18193230",
"1724","240810","원익IPS","KOSDAQ","2024","12","기계·장비","0.68",,"500","50","0.2","11.725","49083901","2432784500"
"1725","074600","원익QnC","KOSDAQ","2024","12","비금속","1.89",,"500","100","0.5","4.273","26288000","2628800000"
"1726","104830","원익머트리얼즈","KOSDAQ","2024","12","화학","0.6",,"500","350","2","13.874","12608000","4412800000"
"1727","014190","원익큐브","KOSDAQ","2024","12","유통","0.93",,"500",,,,"35399906",
"1728","217820","원익피앤이","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"47454559",
"1729","030530","원익홀딩스","KOSDAQ","2024","12","화학","0.6",,"500",,,,"77237981",
"1730","012620","원일특강","KOSDAQ","2024","12","금속","1.34",,"500","250","3.4","16.539","4400000","1100000000"
"1731","136150","원일티엔아이","KOSDAQ","2024","12","-",,,,,,,,
"1732","382840","원준","KOSDAQ","2024","12","기계·장비","0.68",,"100","200","2.1","81.248","15271581","3037856200"
"1733","336570","원텍","KOSDAQ","2024","12","의료·정밀기기","0.46",,"100","50","1.12","15.343","89340619","4466841300"
"1734","376980","원티드랩","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"9754994",
"1735","122830","원포유","KONEX","2024","12","-",,,"100",,,,"32751985",
"1736","008370","원풍","KOSDAQ","2024","12","화학","0.6",,"500","250","5.96","37.684","12000000","2677835500"
"1737","008290","원풍물산","KOSDAQ","2024","12","섬유·의류","1.74",,"500",,,,"40693679",
"1738","101160","월덱스","KOSDAQ","2024","12","전기·전자","0.51",,"500","60","0.4","1.523","16510993","990659580"
"1739","336060","웨이버스","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"48155200",
"1740","095270","웨이브일렉트로","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"14971256",
"1741","289930","웨이비스","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"12519593",
"1742","010600","웰바이오텍","KOSPI","2024","12","유통","2.73",,"500",,,,"90923407",
"1743","065950","웰크론","KOSDAQ","2024","12","섬유·의류","1.74",,"500",,,,"28231302",
"1744","076080","웰크론한텍","KOSDAQ","2024","12","건설","1.82",,"500",,,,"22594156",
"1745","043590","웰킵스하이텍","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"27136762",
"1746","196700","웹스","KOSDAQ","2024","12","화학","0.6",,"500",,,,"14364144",
"1747","069080","웹젠","KOSDAQ","2024","12","IT 서비스","0.72",,"500","300","2.1","15.577","34950884","8840044500"
"1748","053580","웹케시","KOSDAQ","2024","12","IT 서비스","0.72",,"500","100","1.07","17.795","13636248","1278715700"
"1749","479960","위너스","KOSDAQ","2024","12","-",,,,"686.27",,"141.643",,"3500000000"
"1750","377460","위니아에이드","KOSDAQ","2024","12","유통","0.93",,"500",,,,"15393405",
"1751","044340","위닉스","KOSDAQ","2024","12","전기·전자","0.51",,"500","300","6.2","-10.677","17873425","4742371200"
"1752","330350","위더스제약","KOSDAQ","2024","12","제약","0.43",,"200",,,,"13202139",
"1753","348350","위드텍","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"10183600",
"1754","112040","위메이드","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"33948483",
"1755","101730","위메이드맥스","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"33295292",
"1756","123420","위메이드플레이","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"11469842",
"1757","065370","위세아이텍","KOSDAQ","2024","12","IT 서비스","0.72",,"500","150","2.7","-254.71","7383954","1041764100"
"1758","140660","위월드","KONEX","2024","12","-",,,"500",,,,"2487252",
"1759","038620","위즈코프","KOSDAQ","2024","12","유통","0.93",,"500",,,,"71154305",
"1760","299900","위지윅스튜디오","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"171048884",
"1761","036090","위지트","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"118392284",
"1762","459100","위츠","KOSDAQ","2024","12","전기·전자","0.51",,"500","300","2.9","243.643","12572000","3771600000"
"1763","136540","윈스테크넷","KOSDAQ","2024","12","IT 서비스","0.72",,"500","800","6.3","44.278","12279746","8798502400"
"1764","097800","윈팩","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"116450229",
"1765","192390","윈하이텍","KOSDAQ","2024","12","금속","1.34",,"500","30","0.74","4.257","11032229","330966870"
"1766","008600","윌비스","KOSPI","2024","12","유통","2.73",,"1000",,,,"67236039",
"1767","335870","윙스풋","KOSDAQ","2024","12","유통","0.93",,"100",,,,"16681422",
"1768","900340","윙입푸드","KOSDAQ","2024","12","금융","0.71",,"무액면",,,,"50023428",
"1769","033270","유나이티드","KOSPI","2024","12","제약","0.21",,"500","450","2.5","20.399","16333822","6620071050"
"1770","014830","유니드","KOSPI","2024","12","화학","1.64",,"5000","1800","2.44","15.675","6767600","11950072200"
"1771","446070","유니드비티플러스","KOSPI","2024","12","종이·목재","2.88",,"1000","80","2.18","12.844","10611215","821602320"
"1772","036200","유니셈","KOSDAQ","2024","12","기계·장비","0.68",,"500","80","1.4","15.178","30664223","2353284240"
"1773","018000","유니슨","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"168391564",
"1774","000910","유니온","KOSPI","2024","12","비금속","4.47",,"500","125","2.5","-2.832","15611619","1951452375"
"1775","047400","유니온머티리얼","KOSPI","2024","12","비금속","4.47",,"500",,,,"42000000",
"1776","203450","유니온바이오메트릭스","KOSDAQ","2024","12","전기·전자","0.51",,"500","70","2.5","17.418","14079007","861995610"
"1777","011330","유니켐","KOSPI","2024","12","섬유·의류","2.68",,"500",,,,"96997167",
"1778","077500","유니퀘스트","KOSPI","2024","12","유통","2.73",,"500","100","2","43.645","21600102","2160010200"
"1779","011320","유니크","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","45","1.3","11.268","19320695","869431275"
"1780","086390","유니테스트","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"21134126",
"1781","241690","유니테크노","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"24470706",
"1782","142210","유니트론텍","KOSDAQ","2024","12","유통","0.93",,"500","150","3.1","14.405","19246092","2839343550"
"1783","121060","유니포인트","KONEX","2024","12","-",,,"500",,,,"5981670",
"1784","389680","유디엠텍","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"40012799",
"1785","088340","유라클","KOSDAQ","2024","12","IT 서비스","0.72",,"500","100","0.9","18.558","4330068","407902000"
"1786","048430","유라테크","KOSDAQ","2024","12","전기·전자","0.51",,"500","300","3.8","25.722","11520000","3435885600"
"1787","206650","유바이오로직스","KOSDAQ","2024","12","제약","0.43",,"500",,,,"36534307",
"1788","089850","유비벨록스","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"14730199",
"1789","495810","유비씨","KONEX","2024","12","-",,,"100",,,,"2500000",
